precoFipe,precoMinimo,precoMedio,precoMaximo,brand,model,version,modelYear,carroceria,versionId
,115000,124311,135950,MINI,COOPER,2.0 S TOP 16V TURBO GASOLINA 2P AUTOMÁTICO,2018,Hatchback,c984511b74d62d1b2670a5a82d54315f
,79850,88056,95900,MINI,COOPER,2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO,2015,Hatchback,a650b1d023dba6a3d8f0ccb039af12ff
,92500,113607,132900,MINI,COOPER,2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO,2016,Hatchback,8a260d69b84410349ed55540cb85781b
,97000,111741,153400,MINI,COOPER,2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO,2017,Hatchback,5629013ab5f75578ee3403699321a73c
,117000,123956,129999,MINI,COOPER,2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO,2018,Hatchback,985a03601d545ca8924b1d38ee9a8249
,119900,120175,121000,MINI,COOPER,2.0 S TOP CLUBMAN 16V TURBO GASOLINA 4P AUTOMÁTICO,2016,Perua/SW,69446bdc4d8f5e03c8656b8b106fbdde
,109900,130679,144900,MINI,COOPER,2.0 S TOP CLUBMAN 16V TURBO GASOLINA 4P AUTOMÁTICO,2017,Perua/SW,71117547c282c4f6a16fef1422fcf9e5
112858,105900,112560,117000,MINI,COUNTRYMAN,1.5 12V TWINPOWER TURBO GASOLINA COOPER STEPTRONIC,2017,Utilitário esportivo,1ecdac9d0cfefe7364e2c77df0a38ab5
121255,115990,124263,135000,MINI,COUNTRYMAN,1.5 12V TWINPOWER TURBO GASOLINA COOPER STEPTRONIC,2018,Utilitário esportivo,3e5152e1ff5e6401ed2adbf22f0e3726
137719,135000,141974,144990,MINI,COUNTRYMAN,1.5 12V TWINPOWER TURBO GASOLINA COOPER STEPTRONIC,2019,Utilitário esportivo,99c27ce32686983c8481e4a212ffac5d
,47990,53726,59990,MINI,COUNTRYMAN,1.6 CHILLI 16V 120CV GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,6848194386b187b8a86271ccb5ce8af2
,49000,56800,59900,MINI,COUNTRYMAN,1.6 CHILLI 16V 120CV GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,18d2a00a7c70410def9260b27a9caba6
,61500,65873,72000,MINI,COUNTRYMAN,1.6 CHILLI 16V 120CV GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,f32f0f66f38df9d6f080b89892f2dcbc
,105000,111938,118900,MINI,COUNTRYMAN,1.6 JOHN WORKS ALL4 16V GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,68d2c55e79bb56ce2bccfe5c28fa264e
,99890,119198,135000,MINI,COUNTRYMAN,1.6 JOHN WORKS ALL4 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,88d3034f76b031806097158d3323bfc1
,50000,55183,59500,MINI,COUNTRYMAN,1.6 PEPPER 16V 120CV GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,47b7254d4c1f4ec1301123768aeddf19
,52900,60648,69900,MINI,COUNTRYMAN,1.6 PEPPER 16V 120CV GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,00cd35e6479452af018860b61071674f
,57990,67124,79000,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,880821ef24ba9fafeca0405c1cf790b9
,62000,68853,79900,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,32fe825c2fa78a8a16368b0da45cba60
,69999,84307,95980,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,88491102c21cf1de0a6d515d9d9b11c4
,69800,84554,106900,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,5b9c879fb407ae751fcaf0c737234202
,78000,91748,115000,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,bec3ce3f2ba1c69969a71fe8759c105d
,82990,98173,119700,MINI,COUNTRYMAN,1.6 S ALL4 4X4 16V 184CV TURBO GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,43426e218e268f822e23b194fd5ba371
,81900,88032,105900,MINI,COUNTRYMAN,1.6 S TOP 16V 184CV GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,1c3138f68877bca46bbb326c155c5a7f
,92900,96756,99980,MINI,COUNTRYMAN,1.6 S TOP 16V 184CV GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,4c8340337fb2842403a1f13dc4175aee
,54900,62794,69900,MINI,COUNTRYMAN,1.6 S TURBO 16V 184CV GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,d47da3e600d72e5f7f7997933f0934ea
,47500,60528,69900,MINI,COUNTRYMAN,1.6 S TURBO 16V 184CV GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,58753ef03f86858a24b30a503dead6f2
,63890,70874,78900,MINI,COUNTRYMAN,1.6 S TURBO 16V 184CV GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,d8fe2e92ffe9373a9f8ef30455446f97
,67990,81308,110000,MINI,COUNTRYMAN,1.6 S TURBO 16V 184CV GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,58fcc407bde2f2756e6a90a7831b9d15
,79900,88041,113000,MINI,COUNTRYMAN,1.6 S TURBO 16V 184CV GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,b925cd1f9bce329e36dd518c326931d9
143438,123900,131445,139990,MINI,COUNTRYMAN,2.0 16V TWINPOWER TURBO GASOLINA COOPER S ALL4 STEPTRONIC,2017,Utilitário esportivo,94d30484be43790b982460ff35b53437
159174,150000,176741,223000,MINI,COUNTRYMAN,2.0 16V TWINPOWER TURBO GASOLINA COOPER S ALL4 STEPTRONIC,2018,Utilitário esportivo,b17585c1d001a5cd5ef9380316803464
175798,159990,193976,242000,MINI,COUNTRYMAN,2.0 16V TWINPOWER TURBO GASOLINA COOPER S ALL4 STEPTRONIC,2019,Utilitário esportivo,2ccd067f92b63f12a1d1711a2ace16d3
140389,118900,139173,165000,MINI,COUNTRYMAN,2.0 16V TWINPOWER TURBO GASOLINA COOPER S STEPTRONIC,2018,Utilitário esportivo,51389e71e925c106a7bba6ed2883791a
,99000,103540,108900,MINI,JOHN COOPER WORKS,1.6 CABRIO 16V 211CV GASOLINA 2P AUTOMÁTICO,2014,Conversível,c693e333650d07647a62f8e850b91f8c
0,54990,57496,65000,MINI,ONE,1.2 12V TURBO GASOLINA 2P MANUAL,2015,Hatchback,42aa57d847b11096663794e8037c6264
,40000,46631,55900,MINI,ONE,1.6 16V GASOLINA 2P AUTOMÁTICO,2012,Hatchback,f31d1b232e666fd652b2402da1c1364e
,38000,45669,48500,MINI,ONE,1.6 16V GASOLINA 2P AUTOMÁTICO,2013,Hatchback,ffc7a933134703cae82a183eff348b39
41120,37999,41244,43900,MINI,ONE,1.6 16V GASOLINA 2P MANUAL,2011,Hatchback,4bb1d31e2b5ef90c8a90bea5dda85fb9
42549,36120,40304,44990,MINI,ONE,1.6 16V GASOLINA 2P MANUAL,2012,Hatchback,a3bcaf29ea806b64e70279f68cedf8b3
44699,39900,47399,65000,MINI,ONE,1.6 16V GASOLINA 2P MANUAL,2013,Hatchback,e1cf0d1af28db03b14eb35195ec9db5e
,92000,97975,102000,MINI,PACEMAN,1.6 JOHN COOPER WORKS ALL4 16V TURBO GASOLINA 2P AUTOMÁTICO,2014,Hatchback,24803bede9acb9f32f1943b6bed02933
,95907,108721,125900,MINI,PACEMAN,1.6 JOHN COOPER WORKS ALL4 16V TURBO GASOLINA 2P AUTOMÁTICO,2015,Hatchback,65a45b9b2fe29c50089b0944c0dca8fa
,69800,76858,85000,MINI,PACEMAN,1.6 S TOP 16V 184CV TURBO GASOLINA 2P AUTOMÁTICO,2014,Hatchback,02bd91fa31194e6f5ee1f7d466fc438f
,78000,92397,108700,MINI,ROADSTER,1.6 S 16V TURBO GASOLINA 2P AUTOMÁTICO,2013,Conversível,20c174736de1a2045eaf2346a4324395
,45000,46738,48900,MITSUBISHI,ASX,2.0 4WD 16V GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,2d94bb6196c501aaeb5d1737590bd2fd
,42800,50615,60900,MITSUBISHI,ASX,2.0 4WD 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,cea2b9a6d9b05321982ea182a3168870
,69980,84027,115000,MITSUBISHI,ASX,2.0 4X2 16V FLEX 4P AUTOMÁTICO,2018,Utilitário esportivo,1a964fdf23a0f82961cf616869433fcc
,90900,94923,97900,MITSUBISHI,ASX,2.0 4X2 16V FLEX 4P AUTOMÁTICO,2019,Utilitário esportivo,a02d06a780f86201fd82214531e63803
0,74890,77942,82990,MITSUBISHI,ASX,2.0 4X2 16V FLEX 4P MANUAL,2018,Utilitário esportivo,4a0f26be54c01317f4e9c8dd0cd00cb1
,40000,44336,50990,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,2521d58a5bc0a843abcec33f38e51e9c
,40900,46496,60000,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,8ca643d9ec76e4d1f3fa455b1b299932
,40500,52349,65000,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,1da174e865d6a8991b83ef20b1c858b5
,42800,55831,79913,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,e2147d7923b59adf1660ad45d38ad733
,48000,61195,89900,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,06a57c3b3230066b08d26a1d8860fde2
,56000,66874,91980,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,0fec17fcd0400d23379611d867a878f3
,66000,77242,82900,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P AUTOMÁTICO,2017,Utilitário esportivo,34ab3a46f7fc12a4918e99394ec84099
41984,39900,40758,43990,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2011,Utilitário esportivo,7df94dc9d1a62d9d67ca5690d1936cf3
47145,41000,43945,45900,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2012,Utilitário esportivo,0855fd72d451883f7227008bf28c4a58
49574,42990,47463,54990,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2013,Utilitário esportivo,d874a3543d41e4508dee4f35f40be004
55054,42900,50649,56900,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2014,Utilitário esportivo,d3e6927c14c359581faf23b305995e97
59877,47999,55586,62990,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2015,Utilitário esportivo,d2c482b1584ccb0021b48226d66c7f04
63872,56900,61931,70000,MITSUBISHI,ASX,2.0 4X2 16V GASOLINA 4P MANUAL,2016,Utilitário esportivo,8a8a8f6a10687bc0e58608d6f675f932
,47900,50952,54900,MITSUBISHI,ASX,2.0 4X4 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,071588e1aac536bfbb07777f8284685b
,41900,47924,60000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2011,Utilitário esportivo,05be15eaecdef90a6b092bff50234a76
,41000,50501,60000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,b361f75436350282b3cc281021ab2cc9
,45500,57761,80000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,7ad247639d5e1d3564f3f80f64256b90
,52300,63215,78000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,dfe3502bde57d2158f1e4f5b01981f2c
,53000,67128,95000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,4b6a3951d184131a90d73768148dc0a2
,60900,73927,108900,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,536d902639f72a8eff8c586e78814ac7
,77900,89579,123000,MITSUBISHI,ASX,2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO,2017,Utilitário esportivo,c10b9f61e9130e015297ab936824279b
,82890,94535,150000,MITSUBISHI,ASX,2.0 AWD 16V FLEX 4P AUTOMÁTICO,2018,Utilitário esportivo,ab2951b3a428cd9f7aaeb7f6b13b934a
,95000,113604,159900,MITSUBISHI,ASX,2.0 AWD 16V FLEX 4P AUTOMÁTICO,2019,Utilitário esportivo,0b3812871c5561dea8a4aa09c040d332
72467,60000,66337,79900,MITSUBISHI,ASX,2.0 AWD OUTDOOR 16V GASOLINA 4P MANUAL,2016,Utilitário esportivo,564a3839e228f1cf73e5a209b1d1f988
,59990,66210,69900,MITSUBISHI,ASX,2.0 ONEILL 4X2 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,d1ad6f2f6652cdf01c540618c6ffdf6a
,69900,72348,78900,MITSUBISHI,ASX,2.0 OUTDOOR 16V FLEX 4P AUTOMÁTICO,2016,Utilitário esportivo,7ffef12b5af7f84c302915642bfd0c18
,94990,114693,170000,MITSUBISHI,ASX,2.0 OUTDOOR 16V FLEX 4P AUTOMÁTICO,2018,Utilitário esportivo,e880445d38c4ccafa6c4dde40c5d59d6
,67000,73798,78000,MITSUBISHI,ASX,2.0 OUTDOOR 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,68636cbaa8eaf8c3d88dd5e08688953b
,72900,80163,87000,MITSUBISHI,ASX,2.0 S 4X4 16V GASOLINA 4P AUTOMÁTICO,2016,Utilitário esportivo,06c13bfd4bf183661d860f4f0a318144
0,43990,46612,50500,MITSUBISHI,ASX,ASX,2012,Utilitário esportivo,12d6f8b3ed0d8a8141b402a4d9cf6b5a
0,48000,53225,61900,MITSUBISHI,ASX,ASX,2014,Utilitário esportivo,6843840daa9f67485b3ea2adc47507fd
0,125000,151246,189900,MITSUBISHI,ECLIPSE CROSS,1.5 MIVEC TURBO GASOLINA HPE-S AWD CVT,2019,Utilitário esportivo,866262282c94a707dbfdd2dd7cdbd6e9
0,132900,137785,151890,MITSUBISHI,ECLIPSE CROSS,1.5 MIVEC TURBO GASOLINA HPE-S CVT,2019,Utilitário esportivo,475d3e8e26e4b1a8e195c12589073c2d
72750,69990,72109,75000,MITSUBISHI,L200 OUTDOOR,2.4 4X2 CD 16V FLEX 4P MANUAL,2017,Picape,5f9522abce9d2f7d9f0434bea8544659
,100000,107524,112000,MITSUBISHI,L200 OUTDOOR,3.2 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2017,Picape,cc89bc6b831491c38fd51c13a6ced54a
,110000,114000,120000,MITSUBISHI,L200 OUTDOOR,3.2 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2018,Picape,678b1712867a5afaad74b6f57c1c5ac0
98934,94890,103670,108900,MITSUBISHI,L200 OUTDOOR,3.2 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL,2017,Picape,3ca45f362c0752f8a68cfd1923765f49
96021,94990,95740,97990,MITSUBISHI,L200 SAVANA,3.2 4X4 16V OFF TURBO INTERCOOLER DIESEL 4P MANUAL,2016,Picape,557ab6d86e40cb705f56c4cdbc276ecb
,110000,113738,119990,MITSUBISHI,L200 SAVANA,3.2 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2017,Picape,ac5de48d45329aada7784c0f8e013954
87805,89000,91843,96000,MITSUBISHI,L200 SAVANA,3.2 4X4 16V TURBO INTERCOOLER DIESEL 4P MANUAL,2015,Picape,d642884be5921e88c10e4f2d9fb70f47
,114500,129822,149900,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT GLS CD 4P 4X4 AUTOMÁTICO,2018,Picape,bd18a6f6c59da57c744f6939caa42ae0
,123990,134398,138800,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT GLS CD 4P 4X4 AUTOMÁTICO,2019,Picape,c6db3480daf7109c940df54ab9dac60e
,125990,134037,150000,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE CD 4P 4X4 AUTOMÁTICO,2017,Picape,22a9f3b187f436673aad3f8f9a3e5fe0
,125000,136007,150000,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE CD 4P 4X4 AUTOMÁTICO,2018,Picape,8f7518edaf7490defaf53d37e54f488c
,130990,147750,160890,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE CD 4P 4X4 AUTOMÁTICO,2019,Picape,8fb6806ba885e521a75d311a61b9dd11
,125000,133866,169900,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE TOP CD 4P 4X4 AUTOMÁTICO,2017,Picape,50ded856b44b75831bba64c36b09592e
,125900,144324,175000,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE TOP CD 4P 4X4 AUTOMÁTICO,2018,Picape,76a9e405e8b2cbc025328f9295029339
,135900,146589,170000,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE-S CD 4P 4X4 AUTOMÁTICO,2018,Picape,7254b7301a379774bab8146e0b92df23
,144999,160763,188000,MITSUBISHI,L200 TRITON,2.4 16V TURBO DIESEL SPORT HPE-S CD 4P 4X4 AUTOMÁTICO,2019,Picape,1c425edf03627ae9e72293ab7c45eddd
55105,48800,56054,65000,MITSUBISHI,L200 TRITON,2.4 HLS 4X2 CD 16V FLEX 4P MANUAL,2013,Picape,184c27221368cdc01b5639f13613e05c
57652,49000,57853,61900,MITSUBISHI,L200 TRITON,2.4 HLS 4X2 CD 16V FLEX 4P MANUAL,2014,Picape,816cd82a66452d51338df6cca2426f48
61601,50000,61928,70000,MITSUBISHI,L200 TRITON,2.4 HLS 4X2 CD 16V FLEX 4P MANUAL,2015,Picape,cd1621ba2f7e0ad79e1c4827d4c37fed
66979,55990,67465,89900,MITSUBISHI,L200 TRITON,2.4 HLS 4X2 CD 16V FLEX 4P MANUAL,2016,Picape,de2a83ccf4cfa64b406ee56ec7619775
68410,64900,69005,74780,MITSUBISHI,L200 TRITON,2.4 HLS CHROME 4X2 CD 16V FLEX 4P MANUAL,2016,Picape,33eb7cdd74241399c58abfe6c57477ab
73952,67900,72622,77900,MITSUBISHI,L200 TRITON,2.4 HLS CHROME 4X2 CD 16V FLEX 4P MANUAL,2017,Picape,46b35075d46c67a80f8fba73971f8d77
0,62200,71298,85000,MITSUBISHI,L200 TRITON,3.2 GL 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2013,Picape,20f071b10f5f9e2071085c2a1367a343
0,57900,66695,70990,MITSUBISHI,L200 TRITON,3.2 GL 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2016,Picape,19d49803ef0e2ed6fa9eeb01d9023736
0,67500,77674,81900,MITSUBISHI,L200 TRITON,3.2 GL 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2017,Picape,a3d3b631fd6edad906d7d6cf19d3a53d
0,73900,84857,92800,MITSUBISHI,L200 TRITON,3.2 GL 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2018,Picape,c84045235c75c9798a618bffa92da290
68420,70000,75638,92500,MITSUBISHI,L200 TRITON,3.2 GLS 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2013,Picape,5728b192fa7a3d9a0868f2cd087e3eb0
76193,78500,79198,79990,MITSUBISHI,L200 TRITON,3.2 GLS 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2015,Picape,050025d3bdbc2854aad8db1bee70bf74
72161,72000,74475,78000,MITSUBISHI,L200 TRITON,3.2 GLX 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2015,Picape,b7e05235d24b978de220215dc9a99832
76387,73800,77558,83000,MITSUBISHI,L200 TRITON,3.2 GLX 4X4 CD 16V TURBO INTERCOLER DIESEL 4P MANUAL,2016,Picape,d3489afb88593b4c78b6765c73062359
,67500,71740,73900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2011,Picape,3a841d5f512109a4ac5e19395b906066
,71000,76248,77900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2012,Picape,4735a28acd594070b7824404537d16b3
,72000,84227,98000,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2013,Picape,28253f233441625d289766b3d021e82c
,86310,92853,99900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2014,Picape,66daf653feec657ea632963951fe92ed
,83000,97324,119000,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2015,Picape,97b4eb09643712d688dde1a2d8dad72a
,93490,105239,116900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2016,Picape,1012270205b065fbd48dd51d2879181e
,105990,112982,139900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO,2017,Picape,ed74d73d80940159deaea714cb942165
86320,79900,86500,94900,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL,2015,Picape,3c3b08bb7c3ae526c7e92dc41f6a646a
95794,92000,99974,108000,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL,2016,Picape,728921dd9ef19baa947401d0bd7820e6
104209,99900,105358,120000,MITSUBISHI,L200 TRITON,3.2 HPE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL,2017,Picape,98a87eac885dc0ea056d3b655b6810a4
,49999,53865,57890,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2011,Picape,c9f03e4b74ace0754ea84066902a7fb0
,54500,62697,76990,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2012,Picape,e528fc56851ca194fbff8e136859f44c
,58900,61841,65990,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2013,Picape,bca76d91460dbb68e852287fb177bfff
,61990,74036,93000,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2014,Picape,81354a809016f07a44a8979f39864350
,69900,77082,91800,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2015,Picape,b3af26d19df7029c39611bca43a8e5d8
,68000,81952,99900,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2016,Picape,3c2918190f881445addef96e8d04a0df
,80000,94381,112900,MITSUBISHI,L200 TRITON,3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO,2017,Picape,069292d05660f3837bb87722fccc22c8
,31000,37853,45000,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P AUTOMÁTICO,2012,Sedã,8fdbfc625cd71eb38a7058e6bc934665
,33500,41152,55900,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P AUTOMÁTICO,2013,Sedã,aaf1184cc0ba42846cdcc086400384fe
,34900,42814,61900,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P AUTOMÁTICO,2014,Sedã,15a710004a09cd4a43208ffa336514c9
,41800,47405,57900,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P AUTOMÁTICO,2015,Sedã,800af498ab23b5cd788deb80868eaf07
36763,32000,39148,55000,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2012,Sedã,25ffbbec5395c629ddb7ae3beed3bf55
39161,36000,38935,41900,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2013,Sedã,a4be99305025ef21165aa0d90f777647
41798,38390,40256,43900,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2014,Sedã,e3a9ca1d7024cd4d8602c8536987e0b9
43539,33500,42053,52000,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2015,Sedã,f12357d5cefb29784672434dfcda12a0
47571,47999,51929,57916,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2016,Sedã,d48e29a00035049e0b924674ea6f67c7
49598,45000,49646,58990,MITSUBISHI,LANCER,2.0 16V GASOLINA 4P MANUAL,2017,Sedã,c9ba14ea0508a23b5fe10a0309830049
,32900,41060,47000,MITSUBISHI,LANCER,2.0 CVT 16V GASOLINA 4P AUTOMÁTICO,2012,Sedã,93018bd52a78aeb5a3a0b11ce5926245
,37700,41277,52900,MITSUBISHI,LANCER,2.0 CVT 16V GASOLINA 4P AUTOMÁTICO,2013,Sedã,b31b93b1fe3e5bd506d3a8e40d30fb14
,37999,43718,51890,MITSUBISHI,LANCER,2.0 CVT 16V GASOLINA 4P AUTOMÁTICO,2014,Sedã,9bdeb93e152191c76ecac75645205082
,43990,47786,55900,MITSUBISHI,LANCER,2.0 CVT 16V GASOLINA 4P AUTOMÁTICO,2015,Sedã,a434f46d87c193b3dea0391dbf8159af
,94900,106080,130000,MITSUBISHI,LANCER,2.0 EVOLUTION X 4X4 16V TURBO INTERCOOLER GASOLINA 4P AUTOMÁTICO,2011,Sedã,5e900cb4b8bfbb08eb53428d0c449ded
,98900,111129,120000,MITSUBISHI,LANCER,2.0 EVOLUTION X 4X4 16V TURBO INTERCOOLER GASOLINA 4P AUTOMÁTICO,2013,Sedã,18fbe53c79999dddff4b3943d8073507
,115000,124760,130000,MITSUBISHI,LANCER,2.0 EVOLUTION X 4X4 16V TURBO INTERCOOLER GASOLINA 4P AUTOMÁTICO,2014,Sedã,260230b03ec8ca3d48289217ae70f3cf
,127000,141299,159000,MITSUBISHI,LANCER,2.0 EVOLUTION X JOHN EASTON 4X4 16V TURBO INTERCOOLER GASOLINA 4P AUTOMÁTICO,2015,Sedã,e70481e3b5188f23ce812fd2e37dc7ed
,36900,42260,51950,MITSUBISHI,LANCER,2.0 GT 16V GASOLINA 4P AUTOMÁTICO,2012,Sedã,d808490903f781664329f579a07cafb3
,37500,44911,52000,MITSUBISHI,LANCER,2.0 GT 16V GASOLINA 4P AUTOMÁTICO,2013,Sedã,757d18e531daef4b558f98acb16945ce
,37990,49160,75000,MITSUBISHI,LANCER,2.0 GT 16V GASOLINA 4P AUTOMÁTICO,2014,Sedã,f7d01550a51fbd80d8aeb18f659a9c01
,45200,54134,68000,MITSUBISHI,LANCER,2.0 GT 16V GASOLINA 4P AUTOMÁTICO,2015,Sedã,b8bd8eefb69bb85207737941ece5a7b2
