precoFipe,precoMinimo,precoMedio,precoMaximo,brand,model,version,modelYear,carroceria,versionId
,36000,40636,45800,FIAT,DOBLÒ,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,Minivan,c4682b6f31e55e5724d27e00f298aaab
,34900,44543,57800,FIAT,DOBLÒ,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2015,Minivan,5779f4916fb81487feacc60a50736c68
,39900,45895,48990,FIAT,DOBLÒ,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2016,Minivan,9ffb21d60eb3993c544b61cf99450cf6
,23120,27088,32500,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2011,Minivan,71e54433a25f5bf7064fe8832bd5a65b
,25900,31717,34900,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2012,Minivan,6439a8128e31f883577132632142efe7
,31900,35395,38990,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2013,Minivan,6bff8ecb3a944fc41e5133af5e162b91
,25990,34218,46500,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2014,Minivan,cc0004a78b15793e4b46e2269a04c7aa
,33000,36700,38500,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2015,Minivan,eb9e599de5bf9fe6a6b0ba9ad1674ec2
,38900,43131,48900,FIAT,DOBLÒ,1.4 MPI CARGO FLEX 2P MANUAL,2016,Minivan,d3dcd91caa35f65ebcb0732c06d93e07
,34000,37098,38900,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2011,Minivan,cf5a177f4f2dfb5548b3113ae7e27262
,35490,41943,72900,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2012,Minivan,ff810c5db8a2e4c4db4517999f0dd441
,42250,43788,44900,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2013,Minivan,b0c9fe18c06e0a3480cc3a3eb03f46ac
,38990,46344,53900,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2014,Minivan,7cf8a470f4b8d7c1a7c97ed9b3e0743d
,40720,50762,58900,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2015,Minivan,c7b9f365e06982f160a10cba9a43d000
,43920,56678,65000,FIAT,DOBLÒ,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2016,Minivan,181cec5df9abf14d78e307ccb5bfe897
,29900,38276,45990,FIAT,DOBLÒ,1.8 MPI ADVENTURE LOCKER 8V FLEX 4P MANUAL,2011,Minivan,e846e25da755589acc132f459ab9263a
,35900,39338,43900,FIAT,DOBLÒ,1.8 MPI ADVENTURE LOCKER 8V FLEX 4P MANUAL,2012,Minivan,0133ff1799ebc28ff3da7c0e226536af
,34900,43454,65900,FIAT,DOBLÒ,1.8 MPI ADVENTURE XINGU 16V FLEX 4P MANUAL,2013,Minivan,eb7d5ca768098a075c822a2b48d407cb
,38000,42760,52900,FIAT,DOBLÒ,1.8 MPI CARGO 16V FLEX 2P MANUAL,2015,Minivan,33249dac5c0c6e9e7bf30a2ae1091a9a
,29900,35518,38900,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2012,Minivan,40c004298de63d573348b7e90219a597
,32900,39878,46900,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2013,Minivan,bfa9e950691a90c475f37174331e77a0
,32720,42225,49900,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2014,Minivan,1f1735c0f40702cad14baba45919376a
,36000,43686,49500,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2015,Minivan,0486a23ef8d5178f5fd9d755b5503f9f
,39690,48758,59900,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2016,Minivan,8a740bbbfa67ed8737494272fa90dd39
,47890,53282,56380,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2017,Minivan,d11edbf10fb003b76bfd9484e7812557
,55880,59304,63900,FIAT,DOBLÒ,1.8 MPI ESSENCE 16V FLEX 4P MANUAL,2018,Minivan,eba2bfab09e1709591821eeae77f6827
,41800,52752,62900,FIAT,DOBLÒ,1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL,2017,Minivan,51287bb5bc54df526c3747c0400de24b
,49520,59380,72990,FIAT,DOBLÒ,1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL,2018,Minivan,2b9b675ecc8a8fa573eb9b4e372bb211
,65990,72527,74900,FIAT,DOBLÒ,1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL,2019,Minivan,c75536b7b56246542b70c2ebaf11711c
78234,78000,81725,85900,FIAT,DUCATO,2.3 CARGO 7.5 16V TURBO DIESEL 4P MANUAL,2016,Van/Utilitário,bd99934a38dce5855994ae912852a2e3
77080,71900,75400,78900,FIAT,DUCATO,2.3 CARGO 9 16V TURBO DIESEL 4P MANUAL,2015,Van/Utilitário,fda7f9fe604c1507ad4ee89d56443b6e
67086,63900,65860,67500,FIAT,DUCATO,2.3 MAXICARGO 10 16V TURBO DIESEL 4P MANUAL,2014,Van/Utilitário,716f1622c63b1d52db3af523bac473f7
71483,65820,71633,87900,FIAT,DUCATO,2.3 MAXICARGO 10 16V TURBO DIESEL 4P MANUAL,2015,Van/Utilitário,b55f1bf530c5d4b00075bc0469fe41e9
78309,73200,75494,78900,FIAT,DUCATO,2.3 MAXICARGO 10 16V TURBO DIESEL 4P MANUAL,2016,Van/Utilitário,829e8b674519e235553e36d043a569b6
75624,69499,75352,90000,FIAT,DUCATO,2.3 MAXICARGO 12 16V TURBO DIESEL 4P MANUAL,2015,Van/Utilitário,3dfae5f64ed0deff8414b405993cb424
94665,95000,107750,112000,FIAT,DUCATO,2.3 MINIBUS TETO ALTO 8V TURBO DIESEL 3P MANUAL,2015,Van/Utilitário,1d808eee2a5e22a6ad084655709c6a26
100611,76000,84466,89900,FIAT,DUCATO,2.3 MINIBUS TETO BAIXO 8V TURBO DIESEL 3P MANUAL,2016,Van/Utilitário,d3cb290be094fa5c473bc8c84fbf7551
81383,75700,78440,81179,FIAT,DUCATO,2.3 MULTIJET DIESEL CARGO 7.5M MANUAL,2017,Van/Utilitário,6675c933fa02f13224edbb7be246c9b1
82764,76500,80740,82500,FIAT,DUCATO,2.3 MULTIJET DIESEL MAXICARGO 10M MANUAL,2017,Van/Utilitário,c7dd3ea458dae69102003e9d563c819f
117917,128990,129490,129990,FIAT,DUCATO,2.3 MULTIJET DIESEL MULTI MANUAL,2018,Van/Utilitário,8884f7f42070fede95e9cc96d14488c5
,21200,23131,27900,FIAT,FIORINO,1.3 MPI FURGÃO 8V FLEX 2P MANUAL,2011,Van/Utilitário,69993031c5bb5b75b379b2d36e2a133f
,21900,24277,27990,FIAT,FIORINO,1.3 MPI FURGÃO 8V FLEX 2P MANUAL,2012,Van/Utilitário,f46d16d50db83f620a36497f26a8b290
,21900,27508,34900,FIAT,FIORINO,1.3 MPI FURGÃO 8V FLEX 2P MANUAL,2013,Van/Utilitário,3c4f1a0fe2b96e4f8381ba92902efac0
,29900,36654,46900,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2014,Van/Utilitário,b498bab0bca20f7161c179fc385ea3c6
,29900,38265,51900,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2015,Van/Utilitário,04d84296036cd7ce32173c03f2fe4385
,29490,40562,55900,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2016,Van/Utilitário,14ac7c90a5cbeb2ad4f623aa3ae40197
,37990,45615,52900,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2017,Van/Utilitário,5ae3e7b770a2a9cd98ccf80dc4483760
,41000,47545,65900,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2018,Van/Utilitário,810128f0f72326932218b5421b0b2e34
,49000,54336,61990,FIAT,FIORINO,1.4 MPI FURGÃO 8V FLEX 2P MANUAL,2019,Van/Utilitário,37e902e1c83c0f604d41a781abf279fc
,40500,48874,61900,FIAT,FIORINO,1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL,2017,Van/Utilitário,b5bccfcab4f0cb300db9d83b9fbf7835
,39900,51777,65900,FIAT,FIORINO,1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL,2018,Van/Utilitário,7704fbc2c112ca62d02fa1454edec539
,52900,56318,59990,FIAT,FIORINO,1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL,2019,Van/Utilitário,8bda4db1f0d05283023fb8bbcd9096dd
,57000,61698,69900,FIAT,FIORINO,1.4 MPI FURGÃO HARD WORKING 8V FLEX 2P MANUAL,2020,Van/Utilitário,abe95a684e9ce4ad733364405fa099e3
,35500,45469,61500,FIAT,FREEMONT,2.4 EMOTION 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,f628db27d86912a0abdba7696f59b76e
,45990,55903,62900,FIAT,FREEMONT,2.4 EMOTION 16V GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,c2d0b0f3e089ace3a356006e63862a1c
,60499,64222,71500,FIAT,FREEMONT,2.4 EMOTION 16V GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,0f638edb40e5c405faef2578e33ceec4
,35990,47123,69900,FIAT,FREEMONT,2.4 PRECISION 16V GASOLINA 4P AUTOMÁTICO,2012,Utilitário esportivo,effec615d8ead1acd547268f120d6ca1
,44720,52116,62500,FIAT,FREEMONT,2.4 PRECISION 16V GASOLINA 4P AUTOMÁTICO,2013,Utilitário esportivo,1cba25d60ea0b6ae76120f11bd075e37
,46000,59948,85900,FIAT,FREEMONT,2.4 PRECISION 16V GASOLINA 4P AUTOMÁTICO,2014,Utilitário esportivo,8af9ad5e075d7f0dae74a91c3fa92b07
,57900,71115,96980,FIAT,FREEMONT,2.4 PRECISION 16V GASOLINA 4P AUTOMÁTICO,2015,Utilitário esportivo,4b53745b99344a1e703a41724bb32acb
36679,35900,38696,40990,FIAT,GRAND SIENA,1.0 EVO FLEX ATTRACTIVE MANUAL,2017,Sedã,f22f340674a2f03598ed336c6c72157e
37870,33000,37978,45690,FIAT,GRAND SIENA,1.0 EVO FLEX ATTRACTIVE MANUAL,2018,Sedã,ea9211de0ecdcb692f4a0de85cd5bedc
41079,35500,40416,47900,FIAT,GRAND SIENA,1.0 EVO FLEX ATTRACTIVE MANUAL,2019,Sedã,db96d30cf817e4cbd4b185ca0c9c1d09
31261,29900,31809,33900,FIAT,GRAND SIENA,1.4 MPI 8V FLEX 4P MANUAL,2013,Sedã,70e5f7731f65438f02b9ce62a4de071f
32222,29900,31641,34000,FIAT,GRAND SIENA,1.4 MPI 8V FLEX 4P MANUAL,2014,Sedã,e1086481028351e143b9685a399d29c9
31261,24900,29823,34900,FIAT,GRAND SIENA,1.4 MPI 8V TETRAFUEL 4P MANUAL,2013,Sedã,0693674d74b1f33a43428ef5be6ef03a
32222,27900,31997,40900,FIAT,GRAND SIENA,1.4 MPI 8V TETRAFUEL 4P MANUAL,2014,Sedã,d674ef7a3f18a69508b36d7aceb6e935
35873,28900,33744,38900,FIAT,GRAND SIENA,1.4 MPI 8V TETRAFUEL 4P MANUAL,2015,Sedã,319d8c2a200d1715fb24cf013a0d7975
31263,23470,31485,38990,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2013,Sedã,2fb375da6e334a057c934d6ca39b9659
33079,25780,33115,37500,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,Sedã,a6aa2ca1d0c6b3f65596a0f567d23156
35132,26800,34930,41900,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2015,Sedã,0beb366bf05173a5be43301895599255
37630,31990,37773,44900,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2016,Sedã,0615a3cee0f436b807e39b3c017c34f8
40532,30900,38933,43990,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2017,Sedã,a40bb6839145d1d28166761bdc9297cb
42680,34900,40815,48900,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2018,Sedã,d53428cfce976ab48417096897e18fad
46315,39590,45798,49900,FIAT,GRAND SIENA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2019,Sedã,24639fef1ec7032d187faeeac5f12343
42680,39890,43363,49900,FIAT,GRAND SIENA,1.6 16V FLEX 4P AUTOMATIZADO,2018,Sedã,506a768ea7907803fd8275e7cffa6566
37630,30030,37681,41990,FIAT,GRAND SIENA,1.6 16V FLEX 4P MANUAL,2016,Sedã,689abb4acbb5808f7b7fdf0aca67b461
40532,36900,40930,44900,FIAT,GRAND SIENA,1.6 16V FLEX 4P MANUAL,2017,Sedã,9b567ed7de0ba9e849c13f3eed4ca0a5
32458,26000,32207,37900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2013,Sedã,c4c6d452598a4850e5863f181dba682b
34854,27450,33217,42900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2014,Sedã,044b981521d5acc6de983c2ea3106acd
37178,27930,36026,44900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2015,Sedã,663dff92889684972033acef6b6f8371
40346,32900,39179,49900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2016,Sedã,defa0907e47948895a40c20b952d127a
44375,38500,44632,54800,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2017,Sedã,46b71cce2ce619c8a7dd27854ddaa183
48510,40500,48441,54900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2018,Sedã,6e460f73de6f169b3143c5cdb391a56c
32421,27300,32670,36989,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2013,Sedã,c2411c13610913e88326778534d2d6b6
34714,26530,34448,45000,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2014,Sedã,e00662d2fa3d199b9964e21f73720efb
37028,27900,36859,43800,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2015,Sedã,6bdbc7082c4751c72f47b5e4c00b3616
39346,29900,39053,49900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2016,Sedã,641b97870c2e909a15bbff6fa1ca9f68
43931,32900,42320,46990,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2017,Sedã,4463730894ff2000b00c924ee02ed828
46286,39900,46062,52900,FIAT,GRAND SIENA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2018,Sedã,2d0ec134f2578e4d03868be79feb358d
25702,23900,25877,27900,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2011,Minivan,c3e2051107b1b5e61afd4c96af03ecfd
27739,20990,27596,34900,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2012,Minivan,f27e344f92539e780ea209185d7ad868
28943,22990,29063,35000,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2013,Minivan,fc1e73d18b41bb48514ea753d65e70ad
31988,25900,31791,37900,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,Minivan,e4dd2b538146e9ac1aa1269eda552894
34183,27920,34648,39900,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2015,Minivan,8d9a52727a8aa413d499a3c5e7d52d42
37264,31120,37828,44990,FIAT,IDEA,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2016,Minivan,8042b6dfcb25af447eca98734786b306
24175,18500,25128,27900,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2011,Minivan,f54f0cf439b5ae028d00f5dc8c6c5b2a
27636,20720,26824,31955,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2012,Minivan,2df7f75ba5f1ec4ac7ba82fb709de5ff
28867,24990,28622,33899,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2013,Minivan,4a277828e865579c26c87b7643774672
32992,25500,31663,37500,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2014,Minivan,81906f35b2e603de021144c330cfd460
38439,29900,36765,45900,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2015,Minivan,65bab77dd7f0162f58dc78eafaa71eb5
42150,35900,40499,49500,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P AUTOMATIZADO,2016,Minivan,23e02df9e8e39283258ae9432e51ce68
25730,22900,27146,31900,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2011,Minivan,5e208abff00e28fe29b40a1460173beb
27991,23900,28474,31000,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2012,Minivan,72c3a870643685f76d48f2db26a8cd84
30007,23900,30469,35790,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2013,Minivan,d6104184995ca05baf05f9d68a6b936d
32860,25500,32073,39900,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2014,Minivan,678b13db930ade6de7e700c662d21723
36540,27300,35791,43900,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2015,Minivan,59f268be1d6f69b7e5d87d71f8ea3383
39743,34990,38905,45000,FIAT,IDEA,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,2016,Minivan,03c2791efefd7ef79abfd58f256711df
29302,26500,30058,36990,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2011,Minivan,6277212ba6f44f0235a02f9b0cd25c1e
31027,25000,30010,33990,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2012,Minivan,2ddd00355f394c3860515c26ce43000d
33701,26900,32623,37900,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2013,Minivan,a96e64b6dadb87f68287f367fe2fdbd6
37476,29900,35598,45890,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2014,Minivan,8d25daafcecd46b5e98a1ddc504be0c0
41618,30900,40490,47000,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2015,Minivan,850628f4418bd0d3b3a5be224b149722
46556,35990,44613,51000,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO,2016,Minivan,b33c64a1a9a3a1886a9e7639508e2d67
29206,25950,29338,31800,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2011,Minivan,96cefe96a0bc5ca778a0af18c69bd6c1
30754,27900,30638,33900,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2012,Minivan,977b3d4572edecb79501e06a01bee728
33133,25900,32949,44900,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2013,Minivan,5da752400fb9c75b2c967c03a8a5cad5
36938,30900,36852,42900,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2014,Minivan,d918dda293911997377ccc8be0b2de77
40928,31120,39917,45990,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2015,Minivan,d7a025a1eb292aecbfb4c98e5af7d43f
45967,34900,44263,51900,FIAT,IDEA,1.8 MPI ADVENTURE 16V FLEX 4P MANUAL,2016,Minivan,2905a3a809ed2474c01e217fe095c63c
29302,24900,28810,30690,FIAT,IDEA,1.8 MPI ADVENTURE 8V FLEX 4P AUTOMATIZADO,2011,Minivan,d223765ff4ef7beb0a3a8891dc2b67ca
31027,26990,31039,34490,FIAT,IDEA,1.8 MPI ADVENTURE 8V FLEX 4P AUTOMATIZADO,2012,Minivan,53a099cb62f34be124279bbad5a51426
29206,24900,28290,29900,FIAT,IDEA,1.8 MPI ADVENTURE 8V FLEX 4P MANUAL,2011,Minivan,2e8fc538d2d8813434fb712751ec4792
30754,24990,31088,34989,FIAT,IDEA,1.8 MPI ADVENTURE 8V FLEX 4P MANUAL,2012,Minivan,40956dd8eefec0bb99c0a36c55e044c0
33133,30900,33182,36900,FIAT,IDEA,1.8 MPI ADVENTURE 8V FLEX 4P MANUAL,2013,Minivan,2b59aac188727423660982e330645efe
29741,28889,29543,29990,FIAT,IDEA,1.8 MPI SPORTING 16V FLEX 4P AUTOMATIZADO,2011,Minivan,0992b53ec91caeb790ba6a205486b5a0
29536,26490,30227,32900,FIAT,IDEA,1.8 MPI SPORTING 16V FLEX 4P MANUAL,2011,Minivan,9333bc06308f84dae45329e494140d40
32145,29500,33100,34900,FIAT,IDEA,1.8 MPI SPORTING 16V FLEX 4P MANUAL,2012,Minivan,6041005c93635f9363c486d8677fa86c
27615,20900,25314,29900,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2011,Sedã,211695fb46cffcabffc6f375b3cb1cdc
30968,23900,28445,34900,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2012,Sedã,2b7287aea3140f4633489b8583988164
32928,24500,28852,32890,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2013,Sedã,e9f42cba5eb7b435a87d9efaeea97f9b
39451,32900,34811,37490,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2014,Sedã,3f12d0938536768d274a09bb766a070c
41691,31000,40462,53900,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2015,Sedã,c9176facbb902e77d6cb099e726df912
47316,36000,46210,49900,FIAT,LINEA,1.8 ABSOLUTE 16V FLEX 4P AUTOMATIZADO,2016,Sedã,681c5af373c9ded212d9188777c5e968
0,29852,40052,51900,FIAT,LINEA,1.8 BLACKMOTION 16V FLEX 4P MANUAL,2016,Sedã,f44caa3e50dd0c84f6711da7fdb360fd
28760,23500,28521,34900,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P AUTOMATIZADO,2012,Sedã,0752017528cf6faf84343c42b175bd56
30986,25000,30000,35790,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P AUTOMATIZADO,2013,Sedã,8caeea195f1d8d991cf52cc2dc0476eb
35516,29900,34650,42900,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P AUTOMATIZADO,2014,Sedã,99369efd6c5cdc2c54457ee5a2cb7b3e
38202,28990,35593,42990,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P AUTOMATIZADO,2015,Sedã,b798d04a79f42abc01d0f6fb22efe4a9
42667,33900,40119,46990,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P AUTOMATIZADO,2016,Sedã,ef248d16d35724aca276c6f1b28ff670
29011,22900,29377,35900,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P MANUAL,2012,Sedã,82f0b262036af32bfe8e90bc8c566a68
30962,25520,29804,36990,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P MANUAL,2013,Sedã,cabeace0cfc9888030f2496897e0f42f
34573,26900,32179,38990,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P MANUAL,2014,Sedã,19d4fd54b637149636dac4ec8c450019
37761,30320,36119,39900,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P MANUAL,2015,Sedã,f4c19dac4354361524341f0f01e3f69a
39183,31900,37438,46990,FIAT,LINEA,1.8 ESSENCE 16V FLEX 4P MANUAL,2016,Sedã,bd4059dd76604f3420eebd7bd0aaa0fb
0,22500,26722,28900,FIAT,LINEA,1.8 HLX 16V FLEX 4P AUTOMATIZADO,2011,Sedã,a26805b2d1bfb0a6a62d7fc9459719ad
27176,23990,26811,29500,FIAT,LINEA,1.8 HLX 16V FLEX 4P MANUAL,2011,Sedã,ee74868f600c3d3110e7c1b71215fa86
26297,20900,25413,28990,FIAT,LINEA,1.8 LX 16V FLEX 4P MANUAL,2011,Sedã,4acc46d00b06e991c785fadea48cf630
32105,30650,32113,32900,FIAT,MOBI,1.0 EVO FLEX EASY COMFORT MANUAL,2019,Hatchback,4c10ad5498c7320b18db639d0642c7a1
27046,23000,28948,38990,FIAT,MOBI,1.0 EVO FLEX EASY MANUAL,2017,Hatchback,115b1d69dce503ebede0930deef5e787
27975,23500,28105,36900,FIAT,MOBI,1.0 EVO FLEX EASY MANUAL,2018,Hatchback,a04fb31fb82c019787c0af8095a9fb10
29854,26900,31483,35900,FIAT,MOBI,1.0 EVO FLEX EASY MANUAL,2019,Hatchback,5c0fc312e51f9d3b38805428012ee306
31038,27990,29743,31990,FIAT,MOBI,1.0 EVO FLEX EASY MANUAL,2020,Hatchback,89154a0b8ede1c516e5267c5eef1b7bd
31497,24990,31987,39900,FIAT,MOBI,1.0 EVO FLEX EASY ON MANUAL,2017,Hatchback,9d01a0761a7ad557d8f04491caab24f1
33227,30260,33043,35990,FIAT,MOBI,1.0 EVO FLEX LIKE ON MANUAL,2017,Hatchback,2851cb2dfae0744338e9665f5574a09f
31556,25900,32413,37900,FIAT,MOBI,1.0 EVO FLEX LIKE. MANUAL,2017,Hatchback,2df00e64188b6a4e75f5f65d2298d14a
32515,29000,33515,38900,FIAT,MOBI,1.0 EVO FLEX LIKE. MANUAL,2018,Hatchback,149da8148fb59a3504d0a92914758eab
34430,26900,35263,39999,FIAT,MOBI,1.0 EVO FLEX LIKE. MANUAL,2019,Hatchback,f54cebf6a54c2df6b0f0c0d591257c59
35498,33500,36761,44000,FIAT,MOBI,1.0 EVO FLEX LIKE. MANUAL,2020,Hatchback,c31fa198b702cdbc1ac2ee1eaa215b17
33227,29990,33272,38990,FIAT,MOBI,1.0 EVO FLEX LIKE. ON MANUAL,2017,Hatchback,408931ec1bb451acabcb15ff3900b740
34003,25890,34402,39990,FIAT,MOBI,1.0 EVO FLEX WAY MANUAL,2017,Hatchback,29d8c97210e1ba2d0ee0c220ad6d25f5
35245,30900,36036,39900,FIAT,MOBI,1.0 EVO FLEX WAY MANUAL,2018,Hatchback,b54cc631bf23fb13a5dd9ec0eeaf6237
36428,35900,38332,44500,FIAT,MOBI,1.0 EVO FLEX WAY MANUAL,2019,Hatchback,62c4f278938822fde0f218da2ac0a64a
38014,39900,41495,42790,FIAT,MOBI,1.0 EVO FLEX WAY MANUAL,2020,Hatchback,914fd241c3c5e5cdc42110024bb471e8
36279,31990,35966,40000,FIAT,MOBI,1.0 EVO FLEX WAY ON MANUAL,2017,Hatchback,57428c0183d0ac560f6e8d00302c6a9b
37122,32630,36028,42990,FIAT,MOBI,1.0 FIREFLY FLEX DRIVE GSR,2018,Hatchback,e70a25fe6702a98e99ac6b0d27535a11
31556,29900,33903,39900,FIAT,MOBI,1.0 FIREFLY FLEX DRIVE MANUAL,2017,Hatchback,6b504db43782d7c6f79f625b27d92d04
32515,25800,33432,39990,FIAT,MOBI,1.0 FIREFLY FLEX DRIVE MANUAL,2018,Hatchback,8fba51f9f23ad6438b9f8a2cdb7874f1
